mm_mean,mm_max,mm_min,mm_std,mm_absmean,mm_kurt,mm_skew,mm_waveindex,mm_pulseindex,mm_kurtindex,mm_peakindex,mm_sqra,mm_marginindex,mm_skewindex,mm_crest,mm_clearance,mm_slope,mm_shape,mm_impulse,RUL,mm_F_amp1,mm_F_amp1_f,mm_F_amp2,mm_F_amp2_f,mm_F_amp_mean,mm_F_amp_var,mm_F_amp_skew,mm_F_amp_kurt
-0.2706407745,0.9710447729999999,-1.031899886,0.7441729120759546,0.2706407745,-1.0545052038429081,0.9177925854807434,-2.793674696663128,3.5879470667122253,-1.3946963534361456,1.2843109725687845,0.7288833906678743,1.3322361099629854,1.2138792369311202,1.2843109725687845,1.8907682841948004,-0.021751157739394032,-2.793674696663128,-3.5879470667122253,9991.0,3.7398810675611096,3.0,2.5391629072822917,4.0,2.1397047917821803,1.291163831616114,0.40777563929757,-1.13319402978094
0.26184643080000003,1.955884011,-1.481643981,1.0190579748603887,0.26184643080000003,-0.19262789585716167,-0.002793968934299723,3.825128034221052,7.469584385872025,-0.19232092797874678,1.9527671542092915,0.6659339884148548,2.9370538897641443,-0.0027895165225018228,1.9527671542092915,2.702831527330109,-0.1845215876848485,3.825128034221052,7.469584385872025,9981.0,4.661010559768011,3.0,4.3134587489080145,1.0,3.1207736109955064,1.5857025221852585,0.0317339140387906,-5.7063785997477465
0.3583607738999999,2.512948464,-1.998818653,1.5891430792604064,0.3583607738999999,-0.9317201782070961,-0.21394868601554828,4.324134375705122,7.012342440976074,-0.6012649027059661,1.6216754225711578,1.0711594857988993,2.346007758243186,-0.13806702794475145,1.6216754225711578,3.0643790125735992,0.40550870886666646,4.324134375705122,7.012342440976074,9971.0,8.911721230072233,1.0,4.974747396405774,3.0,4.508806087478767,3.2720477864087623,0.9849363850633776,0.16488805292346065
-0.5664126092,1.385653957,-2.490850212,1.3724935247945689,0.5664126092,-1.2751862075809308,0.08711067782168741,-2.5068744621508485,2.446368485611743,-0.8980656961682061,0.9758639782515504,1.069079726880751,1.2961184485678314,0.06134877483502974,0.9758639782515504,2.485309012203245,0.2588310728484849,-2.5068744621508485,-2.446368485611743,9961.0,7.951511820462515,1.0,3.132658835198955,4.0,3.711606471197056,3.0169805742069267,1.2421492491603676,2.3706888539831024
-0.004388594099999943,2.77515812,-1.729023781,1.45460623982245,0.004388594099999943,-0.34740666678273513,0.5447118004154158,-314.4441230767397,632.3569819318756,-0.2517498678326791,2.0110313264705213,1.0948610736909916,2.534712564621918,0.39472795681046075,2.0110313264705213,3.8647899678059043,-0.3114328626606059,-314.4441230767397,-632.3569819318756,9951.0,7.807255061754338,1.0,4.889615932244977,3.0,4.2780013720459715,2.6812087572228425,0.8792583880556422,-0.8417218237510724
0.20384026870000005,1.684860246,-0.583283029,0.8242905432969191,0.20384026870000005,-0.7312536708070687,0.8544124159301699,3.964483794597978,8.265590782161285,-0.9048809162205614,2.084909715969583,0.5070331739112601,3.322978323100572,1.0572821999017334,2.084909715969583,2.6494059213941363,-0.029732368939394013,3.964483794597978,8.265590782161285,9941.0,4.220825040493506,3.0,2.2271640787758167,4.0,2.4882888254335493,1.2279477186304086,1.2843437101941972,2.443636260309903
-0.32923276069999996,1.238810275,-1.328153262,0.8483427492658557,0.32923276069999996,-0.34297333448466105,0.6943403831321625,-2.6411298887086785,3.7627187293454547,-0.39442783168957896,1.4246625072972658,0.686487680982783,1.8045630086566247,0.7985086426174588,1.4246625072972658,2.5469591840204178,-0.15491107983636365,-2.6411298887086785,-3.7627187293454547,9931.0,4.00713740590757,3.0,3.043267374158555,1.0,2.56927417175831,1.2654728744445072,-0.20757136214701277,-0.5251280207587552
0.41157798970000004,2.46161263,-1.44043321,1.1829182927282798,0.41157798970000004,-0.3626943289494102,-0.02578856144417205,2.9042091478387335,5.980914168404083,-0.30343154918866916,2.0593951275358333,0.9227713563728961,2.6676300830096973,-0.021574815280455552,2.0593951275358333,3.030639447477702,-0.22578924348484847,2.9042091478387335,5.980914168404083,9921.0,6.022721091162109,1.0,4.332615966431175,3.0,3.5520922522075655,2.0064756876361445,0.5427794187574773,-2.628758036476956
0.2948388625000001,2.604330956,-2.455845938,1.7377226878448226,0.2948388625000001,-0.9460755111284032,-0.24949271180289517,5.680074028751425,8.833065403649085,-0.5649201660686628,1.5550968805930756,1.1734021386745084,2.219470094832015,-0.14897697121079317,1.5550968805930756,3.2109756950798425,0.4480823405030302,5.680074028751425,8.833065403649085,9911.0,9.823543113433729,1.0,5.354894689996394,3.0,4.875083760359126,3.688014243421358,0.9339511715951628,0.3552518329969825
-0.5466680071999999,1.30187438,-2.184215998,1.2384852399204491,0.5466680071999999,-1.172943335895944,-0.017230873492738743,-2.3705078334759593,2.3814716845569968,-0.9051321247212435,1.0046251064544935,0.9039847211588373,1.4401508670756067,-0.013296650109165349,1.0046251064544935,2.4276275653168655,0.201587100339394,-2.3705078334759593,-2.3814716845569968,9901.0,6.879946615930643,1.0,3.142488943352825,3.0,3.3694537692463595,2.674279705323488,0.5656571631098082,1.6766820474102158
