x_mean,y_mean,z_mean,x_max,y_max,z_max,x_min,y_min,z_min,x_std,y_std,z_std,x_absmean,y_absmean,z_absmean,x_kurt,y_kurt,z_kurt,x_skew,y_skew,z_skew,x_waveindex,y_waveindex,z_waveindex,x_pulseindex,y_pulseindex,z_pulseindex,x_kurtindex,y_kurtindex,z_kurtindex,x_peakindex,y_peakindex,z_peakindex,x_sqra,y_sqra,z_sqra,x_marginindex,y_marginindex,z_marginindex,x_skewindex,y_skewindex,z_skewindex,x_crest,y_crest,z_crest,x_clearance,y_clearance,z_clearance,x_slope,y_slope,z_slope,x_shape,y_shape,z_shape,x_impulse,y_impulse,z_impulse,wconfid,x_F_amp1,x_F_amp1_f,x_F_amp2,x_F_amp2_f,x_F_amp_mean,x_F_amp_var,x_F_amp_skew,x_F_amp_kurt,y_F_amp1,y_F_amp1_f,y_F_amp2,y_F_amp2_f,y_F_amp_mean,y_F_amp_var,y_F_amp_skew,y_F_amp_kurt,z_F_amp1,z_F_amp1_f,z_F_amp2,z_F_amp2_f,z_F_amp_mean,z_F_amp_var,z_F_amp_skew,z_F_amp_kurt
0.9927299999999998,-0.0024899999999999996,-0.12997999999999998,1.047,0.14800000000000002,-0.105,0.9570000000000001,-0.156,-0.16399999999999998,0.020793770920420108,0.07849422484064246,0.012192877536753275,0.9927299999999998,0.0024899999999999996,0.12997999999999998,-0.5271241096191814,-0.9893828885998004,-0.32051159403388896,0.4586381393396615,-0.03546206683887463,-0.5459015165377645,0.5774756415025518,-18.11823699386724,-0.5798596187401176,1.0546674322323293,59.437751004016086,-0.8078165871672566,-0.9194922310110326,-21.930529205274404,-4.252500230389042,1.8263409855490307,3.280548268804239,-1.3931244064251784,0.1102914085813012,0.0063315738727830586,0.014411361973028784,9.49303316974327,23.37491482744815,-7.2859178887123965,0.8000283012530766,-0.786047445787097,-7.2429402494597905,1.8263409855490307,3.280548268804239,-1.3931244064251784,1.8168173175696212,0.7611464806199207,-inf,6.105610561055785e-05,0.00014016801680167992,2.7722772277232956e-06,0.5774756415025518,-18.11823699386724,-0.5798596187401176,1.0546674322323293,-59.437751004016086,0.8078165871672566,1.0,0.6688463179663631,33.0,0.4348568458530113,37.0,0.17053846959849836,0.12196309969302707,1.718240636313035,4.700529471411848,2.6874492160978702,33.0,1.3980771348433652,35.0,0.6434398514206233,0.46112204012302294,1.9852158928192825,6.748728691558082,0.36154859972103365,37.0,0.27150296392968615,30.0,0.10569221176857077,0.06265458585934881,2.031680730335087,5.448554600322224
0.9955200000000002,-0.00519,-0.13095,1.0390000000000001,0.14800000000000002,-0.109,0.9570000000000001,-0.156,-0.156,0.02140776787179189,0.08244614955082848,0.011526320341117566,0.9955200000000002,0.00519,0.13095,-0.9603234995586782,-1.0171455807200718,-0.4854526209783647,0.2420692039516497,-0.011650465284248889,-0.5512116145165726,0.577482410214232,-9.143815229958403,-0.5795602298496474,1.0436756669881067,28.51637764932563,-0.8323787705231004,-1.670432021110478,-21.433264182592886,-6.396505408747699,1.8072856394031607,3.118651999429712,-1.436224791923767,0.11060070257908527,0.006915322269520228,0.014522618445393433,9.394153705823532,21.401750234015918,-7.505533551669861,0.4210665986944863,-0.24549828954735975,-7.26297051711035,1.8072856394031607,3.118651999429712,-1.436224791923767,1.8016734392602587,0.7495993771839095,-inf,2.0222022202219783e-05,0.0002727572757275726,2.082808280828038e-05,0.577482410214232,-9.143815229958403,-0.5795602298496474,1.0436756669881067,-28.51637764932563,0.8323787705231004,1.0,0.6977180746610242,33.0,0.4660648991512855,35.0,0.17525086759185318,0.12143581440817097,2.1885215988485105,6.599765605973053,2.8176290054345046,33.0,1.6345978408123631,6.0,0.6568966601691898,0.5090214696493173,1.9138708225538947,5.685398737803705,0.3141737850920407,33.0,0.2509925203111333,34.0,0.09647343566086106,0.06448577594737712,1.420093326263289,2.048509064577638
0.9941800000000002,-0.004550000000000001,-0.13127,1.047,0.141,-0.098,0.938,-0.156,-0.16,0.02344707343199259,0.07818979434295717,0.01267611688940818,0.9941800000000002,0.004550000000000001,0.13127,-0.6642885478641678,-1.1632227821178993,-0.3406564540149559,0.19288988595452583,0.05243163486492178,-0.22120678903651445,0.5775092087618285,-9.888652721306144,-0.5800090786549608,1.0531292120139208,30.98901098901098,-0.7465529062238135,-1.1569985895383912,-25.853204264762827,-4.474209799923974,1.8235712886238034,3.133795054026105,-1.2871400357302465,0.11044926579281654,0.00674085875571479,0.014552008690762909,9.479465458502807,20.917216204903045,-6.734465466764521,0.3359584125048645,1.1653191348524436,-2.905348105553391,1.8235712886238034,3.133795054026105,-1.2871400357302465,1.8161678076926708,0.7217076452409431,-inf,4.162016201620384e-05,-3.490549054905496e-05,7.386738673867429e-06,0.5775092087618285,-9.888652721306144,-0.5800090786549608,1.0531292120139208,-30.98901098901098,0.7465529062238135,1.0,0.5349798122154704,35.0,0.4822933659519117,33.0,0.20509624369556217,0.11081995629892195,0.6435328558703554,0.7657345618849001,2.0644520279190246,33.0,1.4824326808696842,15.0,0.6807880277729775,0.3908839448610886,1.351947292465048,2.14166170951335,0.32230696003500403,37.0,0.2684916160063307,35.0,0.10776878664492569,0.06859809621826005,1.2066241050484738,1.4254814111150265
0.99448,8.99999999999989e-05,-0.13098000000000004,1.055,0.14800000000000002,-0.113,0.9570000000000001,-0.152,-0.16,0.023722503487557372,0.07767571738134815,0.011098257211441495,0.99448,8.99999999999989e-05,0.13098000000000004,-0.3463286690309526,-1.0976757776083375,-0.4386119878624326,0.6647671393726239,0.07031226996919686,-0.5540855749938493,0.5775128661239513,495.792585731019,-0.5793984792778175,1.060855924704368,1644.4444444444648,-0.8627271339135744,-0.6030186253148769,-24.59979814139164,-5.779605028780241,1.8369390310287512,3.3167991853283194,-1.4890048296103704,0.11048233051900701,0.006551856578923632,0.014527942938815664,9.549038249319889,22.589017054508556,-7.778114250303622,1.1574755496292917,1.5757545929217363,-7.301204399852041,1.8369390310287512,3.3167991853283194,-1.4890048296103704,1.8299079880441915,0.7422937412163169,-inf,-1.1065106510647924e-05,0.00010176417641764167,1.0441044104411076e-05,0.5775128661239513,495.792585731019,-0.5793984792778175,1.060855924704368,1644.4444444444648,0.8627271339135744,1.0,0.5002486730055234,37.0,0.4395295342845111,19.0,0.21162360741644426,0.11096893244080411,0.3707495782067812,-0.274165092028543,1.5538416094990475,34.0,1.5158978442612614,35.0,0.6697395896376865,0.404666123219841,0.5107334044077764,-0.6949225912417178,0.3078045383319033,37.0,0.24953410164436834,33.0,0.09499841604303041,0.05883163592625463,1.3961752370719416,3.1786490850192153
0.99373,-0.0060800000000000055,-0.13158000000000003,1.047,0.14800000000000002,-0.102,0.953,-0.16399999999999998,-0.16399999999999998,0.02293418559022466,0.08173814806126235,0.012807179173566611,0.99373,0.0060800000000000055,0.13158000000000003,-0.38577524548825126,-1.0897174520422328,-0.28333369354334925,0.6070273417962004,0.013689392266668628,-0.621269022050766,0.5775024700733888,-7.744411278335793,-0.5800514708970151,1.053606110311654,24.342105263157876,-0.7751937984496122,-0.6722210519068831,-23.14312058648935,-3.7122892577941733,1.8244183616699718,3.1431834374876826,-1.3364224337726804,0.11039998314827676,0.006751449514286689,0.014586500951387235,9.483697099788394,21.92121850082984,-6.992766828723195,1.057757238212705,0.29073156109368103,-8.139979004673116,1.8244183616699718,3.1431834374876826,-1.3364224337726804,1.8163704584779838,0.7639118400828399,-inf,6.474047404740043e-05,3.771977197719762e-05,1.6945694569456662e-05,0.5775024700733888,-7.744411278335793,-0.5800514708970151,1.053606110311654,-24.342105263157876,0.7751937984496122,1.0,0.5436441579610757,31.0,0.5305994352142199,40.0,0.1960340343535747,0.12075657430153433,1.0608710664024166,1.6867904595903567,1.85875671682534,33.0,1.8402270988293117,6.0,0.6535156640197576,0.5028266883156651,1.095491333989483,0.1871394683623766,0.30783098810218745,37.0,0.25479887506654886,31.0,0.11053350170784107,0.06573635869420803,0.9086999475541168,0.6132056919450406
0.9966399999999999,-0.0013700000000000001,-0.13059999999999997,1.0979999999999999,0.156,-0.105,0.9570000000000001,-0.16,-0.16,0.027416178958543223,0.08025535697529682,0.013393802275453354,0.9966399999999999,0.0013700000000000001,0.13059999999999997,0.7649920560011725,-0.8966330721021807,-0.746739359532564,0.9226136179547862,0.033607553299122996,-0.348865985452725,0.5775664914889245,-33.65691768493527,-0.5803483259207054,1.101701717771713,113.86861313868611,-0.8039816232771824,1.3289744231893141,-19.445532745799746,-9.852288713473742,1.9074889800680888,3.3832157241675564,-1.3853432281409435,0.11071727964932875,0.006655150854097905,0.014473756268345803,9.917151175296754,23.44049044417124,-7.254509337678683,1.6028008279685835,0.7288564280281549,-4.602848861672853,1.9074889800680888,3.3832157241675564,-1.3853432281409435,1.9034807471673119,0.785849685589773,-inf,-0.00010429042904290326,-0.0002849264926492652,-1.586558655865623e-05,0.5775664914889245,-33.65691768493527,-0.5803483259207054,1.101701717771713,-113.86861313868611,0.8039816232771824,1.0,0.7452154632940949,37.0,0.6421785585413756,35.0,0.2371675271153875,0.14125557806217637,1.5610923434839403,3.3818766401339073,1.6983340726968892,33.0,1.5594483215548491,41.0,0.7008664721150708,0.39150021884263175,0.7783511676433192,-0.23218528282237516,0.3568043937186926,37.0,0.3515879496915804,33.0,0.11394468951699241,0.0724116960529821,1.6531137408527934,3.3875528181621415
0.9964799999999998,-0.001110000000000001,-0.13159,1.07,0.156,-0.109,0.9490000000000001,-0.152,-0.16399999999999998,0.0240321669956134,0.0815704312390541,0.0130987662307439,0.9964799999999998,0.001110000000000001,0.13159,-0.17280766899280753,-1.0735659037188778,-0.5386716755367233,0.5460431063480963,-0.013271090508658065,-0.5873330934093168,0.5775164690902866,-42.21894356746396,-0.5801751388635845,1.0737797045600517,140.5405405405404,-0.8283304202446994,-0.300282520047382,-22.908590507276003,-7.055733003285602,1.8593057722691215,3.3288502426869826,-1.427724776120514,0.11070415704349587,0.006994958585130528,0.014586053597324443,9.665400365946466,22.301776072215155,-7.472891777937395,0.94884214910353,-0.28318892859273914,-7.693119351339321,1.8593057722691215,3.3288502426869826,-1.427724776120514,1.854995222126793,0.7644665924244863,-inf,3.8823882388236986e-05,0.0004155595559555959,6.140414041404123e-05,0.5775164690902866,-42.21894356746396,-0.5801751388635845,1.0737797045600517,-140.5405405405404,0.8283304202446994,1.0,0.6636239338318946,37.0,0.5401089321532971,32.0,0.20729762229196366,0.1251455064625459,1.3079851499966888,2.9232750549848787,1.9638143382635085,33.0,1.6114324801774282,35.0,0.7008829646321701,0.4296703054022106,0.6899886086844353,0.20938530889642726,0.39171368429755116,37.0,0.2749913528095727,2.0,0.1098321031347525,0.07255824484061886,1.6060932587235233,3.8748151888375557
0.9934700000000002,-0.00204,-0.13045999999999996,1.0659999999999998,0.152,-0.109,0.934,-0.16399999999999998,-0.16,0.026021923546319634,0.08172396505705326,0.012639859991552939,0.9934700000000002,0.00204,0.13045999999999996,-0.13462521261967986,-0.9075848605707346,-0.27434904955792305,0.43969502935929333,-0.02813084509182318,-0.6388850046665544,0.5775463071271593,-23.02039977036877,-0.580026779080418,1.0730067339728422,74.50980392156862,-0.8355051356737699,-0.23463069862655722,-19.32609963047272,-3.6255845789682546,1.8578713442220949,3.2366859248671958,-1.440459588776902,0.11036690734655284,0.006539750397102663,0.014462673781567096,9.658692316644812,23.242477276707884,-7.5366423696095675,0.7663196953503977,-0.5990178313376547,-8.443009459612055,1.8578713442220949,3.2366859248671958,-1.440459588776902,1.849470831849973,0.7737068347455819,-inf,6.848484848485241e-05,-0.0001524992499249923,-1.4737473747374854e-05,0.5775463071271593,-23.02039977036877,-0.580026779080418,1.0730067339728422,-74.50980392156862,0.8355051356737699,1.0,0.5166457801050639,40.0,0.48660573147017844,20.0,0.2264671488016718,0.1318635575737618,0.2705878547304813,-0.7688226128012654,1.9914099289363614,33.0,1.8069323449496768,34.0,0.6884289441425973,0.4526571516811574,0.7619173103823084,0.5840069679675928,0.32416234964979906,37.0,0.31713697260430007,34.0,0.10929320443007425,0.06518703504226864,1.7135419897109692,3.3612078007124233
0.99308,-0.01121,-0.13181999999999996,1.047,0.14800000000000002,-0.109,0.953,-0.156,-0.172,0.022977230714625544,0.08138712763978431,0.01332983287383771,0.99308,0.01121,0.13181999999999996,-0.7060883537824898,-1.0719351424787433,-0.06685243985276745,0.5209949355041452,0.0771054303197587,-0.7250444318662249,0.5775032418922974,-4.210453866736852,-0.5802652546433295,1.054295726426874,13.202497769848351,-0.8268851464117738,-1.2311766952163223,-22.710881084935004,-0.8739958855701994,1.8256100571353968,3.1356471743224286,-1.4250123366770147,0.11032768377244354,0.0068388350880059425,0.0146106481840742,9.489911907871562,21.641112571871307,-7.460312412341256,0.9084370525052292,1.633617734507204,-9.478873945397686,1.8256100571353968,3.1356471743224286,-1.4250123366770147,1.8166679590387829,0.779894300681913,-inf,-7.87278727872485e-06,-9.097509750975089e-05,-1.9837983798379723e-05,0.5775032418922974,-4.210453866736852,-0.5802652546433295,1.054295726426874,-13.202497769848351,0.8268851464117738,1.0,0.5519095267194316,33.0,0.503234347787498,35.0,0.20028218211581783,0.11507835454044928,1.3133747547449555,1.5651921220358438,2.6282652612670803,33.0,1.8560605020818852,34.0,0.6619906830564852,0.4855147063034842,1.998930874824846,5.294135298397762,0.36485731465658267,37.0,0.26412672523265057,33.0,0.11277286874810095,0.07305929721264331,1.0677483758072845,1.6928805377653746
0.9958399999999998,-0.0019200000000000013,-0.13051999999999997,1.0590000000000002,0.14800000000000002,-0.105,0.953,-0.14800000000000002,-0.16,0.0237358017102495,0.08083574566847129,0.012567779871922128,0.9958399999999998,0.0019200000000000013,0.13051999999999997,-0.5562316242073742,-1.0596024770619659,-0.6905462219768523,0.4710635872577626,0.1298033373618116,-0.37374601875325536,0.5775126042015262,-24.192619565379534,-0.5799939826442496,1.063423843187661,77.08333333333329,-0.8044744100520994,-0.9671740665633606,-22.81176243213422,-9.122044795572226,1.8413863791907363,3.186233434747272,-1.3870392351045118,0.11063341065352429,0.0066292440896761175,0.01446933963085825,9.572153599390683,22.325320654655634,-7.2567237122605235,0.8190841107735324,2.794484685432323,-4.937146590236875,1.8413863791907363,3.186233434747272,-1.3870392351045118,1.8362186107180232,0.7543377639928555,-inf,1.9909990999102243e-05,-0.00014240624062406265,-2.8850885088508815e-05,0.5775126042015262,-24.192619565379534,-0.5799939826442496,1.063423843187661,-77.08333333333329,0.8044744100520994,1.0,0.5812181766859272,37.0,0.4596950905059328,33.0,0.21228603678383873,0.10979595571102956,1.2353330005722563,1.7474396081147332,1.9134468861010636,33.0,1.735576319389537,6.0,0.6719402232147633,0.46140854287168437,0.9324250069327404,0.20485295671728965,0.4160602172641589,37.0,0.2799765659236761,39.0,0.10003379188775864,0.07682837794223471,1.8162150240714277,5.0220355759254875
0.9934100000000002,-0.011899999999999996,-0.13179,1.055,0.141,-0.098,0.941,-0.16399999999999998,-0.16399999999999998,0.025206658972693217,0.08082060193397284,0.013757859094666104,0.9934100000000002,0.011899999999999996,0.13179,-0.5396836964291629,-0.9783424070263114,-0.6475965802027117,0.4475306882428589,0.11081710351255625,-0.2587217878414753,0.5775342399911254,-3.943991517036786,-0.5804563639779973,1.0619985705801227,11.848739495798322,-0.7436072539646408,-0.9406607734838799,-20.84529018232751,-8.465498003934552,1.8388495383346308,3.004250755767487,-1.2810734796127206,0.11036139035091246,0.006944936319480885,0.014604075768430504,9.559502618129867,20.302561969429167,-6.710455461470947,0.7800394307734225,2.361151538862135,-3.382057357160233,1.8388495383346308,3.004250755767487,-1.2810734796127206,1.8304091109705953,0.7428896661835415,-inf,-2.4956495649571194e-05,-0.0001298889888988898,-4.746474647464737e-06,0.5775342399911254,-3.943991517036786,-0.5804563639779973,1.0619985705801227,-11.848739495798322,0.7436072539646408,1.0,0.7167986593136243,34.0,0.5700495745629031,33.0,0.21515969686453884,0.1351448248957414,1.6326170075082358,3.562056855510002,2.3867121066910335,33.0,2.21237345300486,34.0,0.6554374896993502,0.48432020997076597,1.734164076524039,3.922630746886196,0.30561402932717835,37.0,0.28004377174169487,41.0,0.1187901106499881,0.07051027865029318,0.6999829629881856,-0.001636084213529898
0.9924600000000001,-0.0035800000000000003,-0.13079999999999997,1.117,0.13699999999999998,-0.109,0.9570000000000001,-0.152,-0.16399999999999998,0.026531635395649407,0.08077630665716104,0.012605914917573059,0.9924600000000001,0.0035800000000000003,0.13079999999999997,3.3355831923003065,-1.0786518024434018,-0.3571434445406356,1.2103367646220355,-0.00951129436722821,-0.6372629051678012,0.5775544757974534,-12.974431862358903,-0.5799986649198534,1.1254861656892972,38.268156424581,-0.8333333333333335,5.819233863383358,-23.222549499951285,-4.707690955361786,1.9487099708391866,2.94950536798483,-1.4367849164764661,0.11025411374063113,0.006763252910000899,0.01450071690529661,10.131141252721896,20.256524755627062,-7.516869732156902,2.11154460276831,-0.20477090359579184,-8.400089265826324,1.9487099708391866,2.94950536798483,-1.4367849164764661,1.9384494156691934,0.6920738534274259,-inf,7.973597359735922e-05,-6.839483948394842e-05,-6.841884188418877e-05,0.5775544757974534,-12.974431862358903,-0.5799986649198534,1.1254861656892972,-38.268156424581,0.8333333333333335,1.0,0.6655458528132259,33.0,0.554606256443778,34.0,0.22172746050742745,0.14510425344022937,1.0007461208570938,0.8629017401408539,2.2270733844774826,33.0,2.0402885933385857,34.0,0.6471519559957346,0.4839456526540851,1.555180926492513,2.310810157685595,0.3068455806123289,37.0,0.27831492794020063,33.0,0.1021566578304759,0.07516465894183673,1.1019356476528919,0.5943219136611364
